10 0.000000 22
10 0.031250 19
10 0.062500 19
10 0.093750 25
10 0.125000 25
10 0.156250 32
10 0.187500 39
10 0.218750 56
10 0.250000 60
10 0.281250 69
10 0.312500 74
10 0.343750 79
10 0.375000 95
10 0.406250 104
10 0.437500 83
10 0.468750 108
10 0.500000 82
10 0.531250 109
10 0.562500 90
10 0.593750 85
10 0.625000 69
10 0.656250 73
10 0.687500 72
10 0.718750 63
10 0.750000 47
10 0.781250 42
10 0.812500 20
10 0.843750 25
10 0.875000 11
10 0.906250 16
10 0.937500 14
10 0.968750 21
11 0.000000 19
11 0.031250 17
11 0.062500 20
11 0.093750 34
11 0.125000 25
11 0.156250 47
11 0.187500 50
11 0.218750 59
11 0.250000 71
11 0.281250 64
11 0.312500 90
11 0.343750 90
11 0.375000 93
11 0.406250 99
11 0.437500 101
11 0.468750 85
11 0.500000 114
11 0.531250 97
11 0.562500 95
11 0.593750 75
11 0.625000 66
11 0.656250 69
11 0.687500 58
11 0.718750 63
11 0.750000 62
11 0.781250 36
11 0.812500 41
11 0.843750 33
11 0.875000 24
11 0.906250 24
11 0.937500 16
11 0.968750 21
12 0.000000 14
12 0.031250 29
12 0.062500 10
12 0.093750 21
12 0.125000 25
12 0.156250 32
12 0.187500 41
12 0.218750 51
12 0.250000 66
12 0.281250 81
12 0.312500 71
12 0.343750 78
12 0.375000 92
12 0.406250 103
12 0.437500 106
12 0.468750 114
12 0.500000 106
12 0.531250 88
12 0.562500 91
12 0.593750 98
12 0.625000 81
12 0.656250 80
12 0.687500 67
12 0.718750 61
12 0.750000 46
12 0.781250 39
12 0.812500 34
12 0.843750 29
12 0.875000 27
12 0.906250 18
12 0.937500 27
12 0.968750 16
13 0.000000 13
13 0.031250 19
13 0.062500 19
13 0.093750 26
13 0.125000 34
13 0.156250 31
13 0.187500 52
13 0.218750 44
13 0.250000 70
13 0.281250 71
13 0.312500 79
13 0.343750 101
13 0.375000 111
13 0.406250 103
13 0.437500 101
13 0.468750 99
13 0.500000 96
13 0.531250 86
13 0.562500 78
13 0.593750 84
13 0.625000 78
13 0.656250 74
13 0.687500 74
13 0.718750 63
13 0.750000 45
13 0.781250 35
13 0.812500 34
13 0.843750 37
13 0.875000 18
13 0.906250 25
13 0.937500 16
13 0.968750 15
14 0.000000 18
14 0.031250 16
14 0.062500 22
14 0.093750 21
14 0.125000 22
14 0.156250 40
14 0.187500 40
14 0.218750 49
14 0.250000 61
14 0.281250 64
14 0.312500 105
14 0.343750 95
14 0.375000 104
14 0.406250 107
14 0.437500 117
14 0.468750 102
14 0.500000 106
14 0.531250 113
14 0.562500 100
14 0.593750 101
14 0.625000 74
14 0.656250 70
14 0.687500 63
14 0.718750 64
14 0.750000 47
14 0.781250 36
14 0.812500 26
14 0.843750 15
14 0.875000 14
14 0.906250 28
14 0.937500 18
14 0.968750 18
15 0.000000 19
15 0.031250 20
15 0.062500 18
15 0.093750 23
15 0.125000 18
15 0.156250 30
15 0.187500 52
15 0.218750 51
15 0.250000 50
15 0.281250 74
15 0.312500 75
15 0.343750 94
15 0.375000 114
15 0.406250 96
15 0.437500 101
15 0.468750 85
15 0.500000 112
15 0.531250 102
15 0.562500 113
15 0.593750 92
15 0.625000 79
15 0.656250 84
15 0.687500 62
15 0.718750 64
15 0.750000 39
15 0.781250 46
15 0.812500 31
15 0.843750 21
15 0.875000 21
15 0.906250 23
15 0.937500 26
15 0.968750 18
16 0.000000 15
16 0.031250 15
16 0.062500 18
16 0.093750 33
16 0.125000 30
16 0.156250 39
16 0.187500 52
16 0.218750 54
16 0.250000 45
16 0.281250 74
16 0.312500 80
16 0.343750 89
16 0.375000 83
16 0.406250 106
16 0.437500 117
16 0.468750 98
16 0.500000 95
16 0.531250 106
16 0.562500 85
16 0.593750 89
16 0.625000 84
16 0.656250 62
16 0.687500 64
16 0.718750 62
16 0.750000 60
16 0.781250 51
16 0.812500 31
16 0.843750 28
16 0.875000 25
16 0.906250 14
16 0.937500 12
16 0.968750 17
17 0.000000 12
17 0.031250 22
17 0.062500 17
17 0.093750 22
17 0.125000 32
17 0.156250 24
17 0.187500 45
17 0.218750 38
17 0.250000 68
17 0.281250 83
17 0.312500 88
17 0.343750 90
17 0.375000 84
17 0.406250 107
17 0.437500 104
17 0.468750 100
17 0.500000 115
17 0.531250 108
17 0.562500 91
17 0.593750 88
17 0.625000 87
17 0.656250 68
17 0.687500 58
17 0.718750 68
17 0.750000 49
17 0.781250 36
