    0.139574359031357198E+01    0.105764109894474156E+02    0.950328173187722669E+00    0.421488875728268153E+00    0.197078058699651226E-02    0.145020715773485809E+01    0.795380715509552250E+00    0.671776723568853207E+01   -0.314562610794066604E+05
    0.140059684494868941E+01    0.114232219338403205E+02    0.103553475867887923E+01    0.179335964900819989E+00    0.138733939943042062E-02    0.111290419650435557E+01    0.814052199403974219E+00    0.670611748600488511E+01   -0.314561320500038819E+05
    0.147257616995184226E+01    0.111863667706929739E+02    0.103275119019427564E+01    0.202463312247444127E+00    0.878349942703193776E-03    0.126369042332620785E+01    0.821761194151936158E+00    0.671289139478647279E+01   -0.314558126737333369E+05
    0.141959513127798020E+01    0.116962166317126890E+02    0.104328372622054388E+01    0.262482821058669269E+00    0.120190836512051868E-02    0.114830920725064645E+01    0.788532396722035456E+00    0.670620150796898429E+01   -0.314553438474661816E+05
    0.145916320677577604E+01    0.114884137095727628E+02    0.110143986596641685E+01    0.224388623934955872E+00    0.137390407770288103E-02    0.126377885892970743E+01    0.849862957609563208E+00    0.671094739358408621E+01   -0.314547817400685926E+05
    0.139424728418486366E+01    0.106608230148481180E+02    0.967441270242144213E+00    0.173714867449593524E+00    0.277007559676989423E-02    0.125047468357525515E+01    0.801271137361476482E+00    0.671209749146329315E+01   -0.314547773622442255E+05
    0.138574375333682154E+01    0.105629474722412198E+02    0.955110161135352409E+00    0.223101616602679270E+00    0.139686017864992795E-02    0.127565226536204168E+01    0.793363923129222437E+00    0.671318742376234923E+01   -0.314545558167156778E+05
    0.154760837097374937E+01    0.117906589821619860E+02    0.100550726512630995E+01    0.945190855484103268E-02    0.123446735306081967E-02    0.101257285221818005E+01    0.795443997853789719E+00    0.671132123852836582E+01   -0.314545120895500513E+05
    0.137717047489254529E+01    0.107815427686401044E+02    0.925249759484452983E+00    0.438036557538962035E+00    0.190047669985232703E-02    0.132842407190010792E+01    0.764339983228570552E+00    0.671011975964406382E+01   -0.314543361269542729E+05
    0.140436807977361378E+01    0.115050673212367851E+02    0.969553774080889386E+00    0.430120802932237978E+00    0.108062702385974818E-02    0.130638664698377327E+01    0.742085326756710351E+00    0.670471017469888864E+01   -0.314541773710275229E+05
    0.154086828624898553E+01    0.117749314390530646E+02    0.108047539518399494E+01    0.357183710790395237E+00   -0.465882055593475064E-03    0.137617430460678647E+01    0.821013275039809365E+00    0.671196508491461596E+01   -0.314539970932201904E+05
    0.137517644370534198E+01    0.111917624286853030E+02    0.948193537297835953E+00    0.246567533123353222E+00    0.172366605466239831E-02    0.109196705884274659E+01    0.758415241685573727E+00    0.670594281010899351E+01   -0.314537117759744724E+05
    0.139331189907736208E+01    0.110737460437539479E+02    0.990484617342533458E+00    0.335106696569104912E+00    0.247558300473671444E-02    0.129757839420416876E+01    0.778807041391579080E+00    0.671148299286336680E+01   -0.314536340623613978E+05
    0.144427529268712673E+01    0.114781873793181468E+02    0.105913593948389106E+01    0.413923641990422309E+00    0.223962025637480799E-02    0.140785873474303136E+01    0.820370313124896056E+00    0.671102129178742146E+01   -0.314535584605905060E+05
    0.141828503163253172E+01    0.114538847731707794E+02    0.102135565092198766E+01    0.253042660689582088E+00    0.161809112081290341E-02    0.118387778495185314E+01    0.782392015883690117E+00    0.670974189035567115E+01   -0.314535566831189681E+05
    0.143640094909148663E+01    0.109202746553123760E+02    0.947270275375948101E+00    0.446123354684921536E+00    0.340279242273405780E-02    0.155601459570417178E+01    0.775645148264391016E+00    0.671492018997989248E+01   -0.314534709841145923E+05
    0.131301597584416152E+01    0.109184462952859551E+02    0.941339992957163529E+00    0.448676098437677973E+00    0.289897531927235663E-02    0.130738694308685632E+01    0.760691622956658042E+00    0.670535077464767681E+01   -0.314531748555304694E+05
    0.138404008194095574E+01    0.106960850822176621E+02    0.977177010318363570E+00    0.901798715893161601E-01    0.328737560538178153E-02    0.113229817670433208E+01    0.816173447113756056E+00    0.671480314608813256E+01   -0.314530946812149814E+05
